"Symbol","Price","Beta","VolAvg","MktCap","LastDiv","Range","Changes","companyName","currency","cik","isin","cusip","exchange","exchangeShortName","industry","website","description","CEO","sector","country","fullTimeEmployees","phone","address","city","state","zip","DCF_diff","DCF","image","ipoDate","defaultImage","isEtf","isActivelyTrading","isFund","isAdr"
"LZIOX",16.26,0,0,2665208990,0.226,"12.7-16.95",-0.14,"Lazard International Equity Portfolio - Open Shares","USD","0000874964",,,"Nasdaq","NASDAQ",,,"The Portfolio invests primarily in equity securities, principally common stocks, of relatively large non-U.S. companies with market capitalizations in the range of companies included in the MSCI® Europe, Australasia and Far East (""EAFE®"") Index. It invests at least 80% of its assets in equity securities. The Investment Manager looks for established companies in economically developed countries and may invest up to 15% of the Portfolio's assets in securities of companies whose principal business activities are located in emerging market countries.","","",,,,"Lazard Funds Inc",,,,,0,"https://financialmodelingprep.com/image-stock/LZIOX.png","1997-01-22",true,false,true,true,false
"MLAAX",8.69,0,0,0,8.077,"6.89-9.18",-0.06,"MainStay Large Cap Growth Fund Class A","USD","0000787441",,,"Nasdaq","NASDAQ",,,"The investment seeks long-term growth of capital.  The fund invests at least 80% of its assets (net assets plus any borrowings for investment purposes) in large capitalization companies, which are companies having a market capitalization in excess of $4 billion at the time of purchase. The Subadvisor invests substantially all of the fund&#39;s investable assets in domestic securities. However, the fund is permitted to invest up to 20% of its net assets in foreign securities. Generally, an issuer of a security is considered to be U.S. or foreign based on the issuer&#39;s ""country of risk,"" as determined by a third-party service provider such as Bloomberg.","","",,,"800-624-6782","MainStay Funds",,,,,0,"https://financialmodelingprep.com/image-stock/MLAAX.png","1995-07-07",true,false,true,true,false
"MPACX",20.77,0,0,0,3.3110000000000004,"18.74-23.46",-0.15,"Matthews Asia Growth Fund","USD","0000923184","US5771307767",,"Nasdaq","NASDAQ",,,"Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its net assets, which include borrowings for investment purposes, in the common and preferred stocks of companies located in Asia. It may also invest in convertible securities, of any duration or quality, including those that are unrated, or would be below investment grade if rated, of Asian companies. Asia consists of all countries and markets in Asia, and includes developed, emerging, and frontier countries and markets in the Asian region.","","","US",,"800-789-2742","Four Embarcadero Center",,,,,0,"https://financialmodelingprep.com/image-stock/MPACX.png","2003-10-31",true,false,true,true,false
"JVMAX",25.3,0,0,0,0.188,"21.61-25.78",-0.04,"John Hancock Fds III Disciplined Value Mid Cap Fd Cl A","USD","0001329954",,,"Nasdaq","NASDAQ",,,"Under normal circumstances, the fund seeks to achieve its investment objectives by investing at least 80% of its net assets (including borrowings for investment purposes) in a diversified portfolio consisting primarily of equity securities, such as common stocks, of issuers with medium market capitalizations, and identified by the manager as having value characteristics. It may also invest up to 20% of its total assets in foreign currency-denominated securities.","","",,,,"John Hancock Funds",,,,,0,"https://financialmodelingprep.com/image-stock/JVMAX.png","1997-05-30",true,false,true,true,false
"OAKGX",33.17,0,0,0,0.215,"24.79-34.28",-0.22,"Oakmark Global Fund Investor Class","USD","0000872323",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in a diversified portfolio of common stocks of U.S. and non-U.S. companies. It invests in the securities of companies located in at least three countries. The fund invests between 25-75% of its total assets in securities of U.S. companies and between 25-75% of its total assets in securities of non-U.S. companies. It may invest in the securities of large-, mid-, and small-capitalization companies. The fund uses a value investment philosophy in selecting equity securities.","","",,,,"Harris Associates LP",,,,,0,"https://financialmodelingprep.com/image-stock/OAKGX.png","1999-08-04",true,false,true,true,false
"PFBPX",9.44,0,0,0,0.172,"9.3-10.01",-0.04,"PIMCO International Bond Fund (U.S. Dollar-Hedged)","USD",,,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its investment objective by investing under normal circumstances at least 80% of its assets in Fixed Income Instruments. It will invest under normal circumstances in Fixed Income Instruments that are economically tied to at least three non-U.S. countries. The fund invests primarily in investment grade debt securities, but may invest up to 10% of its total assets in junk bonds as rated by Moody's, S&P or Fitch, or, if unrated, as determined by PIMCO. It is non-diversified.",,,,,"1-212-739-3000","New York NY 10019",,,,,0,"https://financialmodelingprep.com/image-stock/PFBPX.png","2008-04-30",true,false,true,true,false
"NBPTX",42.97,0,0,0,0.588,"38.23-45.28",0.22,"Neuberger Berman Large Cap Value Fd Trust","USD","0000044402",,,"Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its net assets in equity securities of large-capitalization companies, which the portfolio managers defines as those with a market capitalization within the market capitalization range of the Russell 1000® Value Index at the time of purchase. The Portfolio Managers look for what they believe to be well-managed companies whose stock prices are undervalued. Although the fund invests primarily in domestic stocks, it may also invest in stocks of foreign companies.","","",,,,"Neuberger Berman Equity Funds",,,,,0,"https://financialmodelingprep.com/image-stock/NBPTX.png","1993-08-30",true,false,true,true,false
"MAAGX",27.23,0,0,0,0.447,"23.39-27.92",-0.07,"MFS Aggressive Growth Allocation Fund","USD",,,,"Nasdaq","NASDAQ",,,"The fund is designed to provide diversification among different asset classes by investing its assets in other mutual funds advised by the adviser referred to as underlying funds. Within the stock fund allocations, the adviser seeks to diversify by geography (by including domestic and international underlying funds), in terms of market capitalization (by including large, mid, and small capitalization underlying funds), and by style (by including both growth and value underlying funds).",,,,,"18006372929","BOSTON MA 02199",,,,,0,"https://financialmodelingprep.com/image-stock/MAAGX.png","2002-07-01",true,false,true,true,false
"MSACX",15.26,0,0,0,0.105,"12.21-15.92",-0.12,"Morgan Stanley Instl Fund, Inc Active Intl Alloc. Pt. Class I","USD","0000836487",,,"Nasdaq","NASDAQ",,,"The Adviser utilizes a proprietary top-down framework to quantitatively and qualitatively rank countries relative to one another and relative to their own history. The Adviser's approach combines a top-down country process with sector allocation and bottom-up stock selection. Under normal market conditions, the fund invests at least 40% of its total assets in the securities of issuers located outside of the United States.","","",,,,"Morgan Stanley Institutional Fund Inc",,,,,0,"https://financialmodelingprep.com/image-stock/MSACX.png","1992-01-17",true,false,true,true,false
"OBIOX",17.09,0,0,0,1.1,"14.64-18.63",-0.03,"Oberweis International Opportunities Fund","USD","0000803020",,,"Nasdaq","NASDAQ",,,"The fund invests normally at least 80% of its net assets in securities of companies based outside the United States. Currently, securities based outside the United States include (1) equity securities of companies that are organized under other than U.S. law or that are primarily traded on an exchange or over-the-counter outside of the United States; or (2) equity securities of companies that have at least 50% of their assets outside of the United States or that derive at least 50% of their revenues from business activities outside of the United States.","","",,,"800-323-6166","Oberweis Funds",,,,,0,"https://financialmodelingprep.com/image-stock/OBIOX.png","2007-02-05",true,false,true,true,false
"PFORX",9.44,0,0,0,0.179,"9.3-10.01",-0.04,"PIMCO International Bond Fund (U.S. Dollar-Hedged) Class INSTL","USD","0000810893",,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its investment objective by investing under normal circumstances at least 80% of its assets in Fixed Income Instruments. It will invest under normal circumstances in Fixed Income Instruments that are economically tied to at least three non-U.S. countries. The fund invests primarily in investment grade debt securities, but may invest up to 10% of its total assets in junk bonds as rated by Moody's, S&P or Fitch, or, if unrated, as determined by PIMCO. It is non-diversified.","","",,,,"PIMCO Investments LLC distributor",,,,,0,"https://financialmodelingprep.com/image-stock/PFORX.png","1992-12-02",true,false,true,true,false
"MASKX",22.24,0,0,0,0.276,"19.12-23.3",0.03,"iShares Russell 2000 Small-Cap Index Fund Institutional Shares","USD",,,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/MASKX.png","1997-04-08",true,false,true,true,false
"MRESX",10.15,0,0,0,0.08299999999999999,"9.37-12.78",0.02,"Cromwell CenterSquare Real Estate Fund - Investor Class","USD","0000882443",,,"Nasdaq","NASDAQ",,,"The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in stocks of companies principally engaged in the real estate industry. The Subadvisor considers a company to be principally engaged in the real estate industry if it derives at least 50% of its revenues or profits from the ownership, construction, management, financing or sale of residential, commercial or industrial real estate, or has at least 50% of its assets invested in residential, commercial or industrial real estate. It is non-diversified.","","",,,,"AMG Funds I",,,,,0,"https://financialmodelingprep.com/image-stock/MRESX.png","1998-01-02",true,false,true,true,false
"PAITX",18.34,0,0,0,0.034,"14.58-19.07",-0.18,"T. Rowe Price International Stock Fund","USD","0000313212","US77956H8236","77956H823","Nasdaq","NASDAQ",,,"The managers expect to primarily invest in stocks outside the U.S. and to diversify broadly among developed and emerging countries throughout the world. It normally invests in at least five countries and may purchase the stocks of companies of any size, but its focus will typically be on large companies. Normally, at least 80% of the fund's net assets (including any borrowings for investment purposes) will be invested in stocks.","","","US",,"800-638-8790","T. Rowe Price International Funds, Inc.",,,,,0,"https://financialmodelingprep.com/image-stock/PAITX.png","2000-03-31",true,false,true,true,false
"PHYZX",4.64,0,0,0,0.22299999999999998,"4.48-4.91",-0.01,"PGIM High Yield Fund Class Z","USD","0000278187",,,"Nasdaq","NASDAQ",,,,"","",,,,,,,,,0,"https://financialmodelingprep.com/image-stock/PHYZX.png","1996-02-29",true,false,true,true,false
"NOMIX",20.48,0,0,0,0.302,"18.17-22.03",-0.03,"Northern Mid Cap Index Fund","USD","0000916620","US6651301003","665130100","Nasdaq","NASDAQ",,,"The fund will invest substantially all (and at least 80%) of its net assets in equity securities included in the S&P MidCap 400Â® Index, in weightings that approximate the relative composition of securities contained in the S&P MidCap 400 Index, and in S&P MidCap 400 Index futures approved by the Commodity Futures Trading Commission.","","","US",,"800-595-9111","Northern Funds",,,,,0,"https://financialmodelingprep.com/image-stock/NOMIX.png","2005-03-23",true,false,true,true,false
"PIEQX",15.19,0,0,0,0.363,"11.76-15.68",-0.11,"T. Rowe Price Intl Equity Index Fd","USD","0001120925",,,"Nasdaq","NASDAQ",,,,"","",,,,,,,,,0,"https://financialmodelingprep.com/image-stock/PIEQX.png","2000-11-30",true,false,true,true,false
"NEWFX",74.29,0,0,0,0.589,"60.61-76.97",-0.65,"American Funds New World Fund Class A","USD","0001073330",,,"Nasdaq","NASDAQ",,,,,,,,,,,,,,0,"https://financialmodelingprep.com/image-stock/NEWFX.png","1999-06-17",true,false,true,true,false
"MWTIX",8.9,0,0,0,0.225,"8.69-9.73",-0.05,"Metropolitan West Total Return Bond Fd Cl I","USD","0001028621",,,"Nasdaq","NASDAQ",,,"The fund pursues its objective by investing, under normal circumstances, at least 80% of its net assets in investment grade fixed income securities or unrated securities determined by the Adviser to be of comparable quality. Up to 20% of the fund's net assets may be invested in securities rated below investment grade or unrated securities determined by the Adviser to be of comparable quality. The fund also invests at least 80% of its net assets plus borrowings for investment purposes in fixed income securities it regards as bonds.","","",,,"800-241-4671","METROPOLITAN WEST ASSET MANAGEMENT",,,,,0,"https://financialmodelingprep.com/image-stock/MWTIX.png","2000-03-31",true,false,true,true,false
"LYRIX",20.53,0,0,0,0.076,"17.0-20.9",-0.02,"Lyrical U.S. Value Equity Fund Institutional Class","USD","0001545440","US90386H4048","90386H404","Nasdaq","NASDAQ",,,"The fund invests principally in a diversified portfolio of common stock of mid-capitalization and large-capitalization companies with low valuations relative to their long-term normalized earnings. It normally invests at least 80% of its net assets plus the amount of any borrowings for investment purposes in common stocks traded on a United States securities exchange.","","","US",,"888-884-8099","ULTIMUS MANAGERS TRUST(LYRICAL)",,,,,0,"https://financialmodelingprep.com/image-stock/LYRIX.png","2013-02-04",true,false,true,true,false
"NINDX",50.74,0,0,0,0.659,"44.02-53.51",-0.05,"Columbia Large Cap Index Fund","USD","0001097519","US19765H3214","19765H321","Nasdaq","NASDAQ",,,"Under normal circumstances, the fund invests at least 80% of its net assets (including the amount of any borrowings for investment purposes) in common stocks that comprise the S&P 500 Index (the index). In seeking to match the performance of the index, the Investment Manager attempts to allocate the fund's assets among common stocks in approximately the same weightings as the index. The fund may invest in derivatives, such as futures (including equity index futures), for cash equitization purposes.","","","US",,"800-345-6611","Columbia Funds Series Trust",,,,,0,"https://financialmodelingprep.com/image-stock/NINDX.png","1993-12-15",true,false,true,true,false
"MAPIX",13.37,0,0,0,0.072,"11.94-14.76",-0.14,"Matthews Asia Dividend Fund Investor Class","USD","0000923184",,,"Nasdaq","NASDAQ",,,"Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its net assets, which include borrowings for investment purposes, in dividend-paying equity securities of companies located in Asia.","","",,,,"Four Embarcadero Center",,,,,0,"https://financialmodelingprep.com/image-stock/MAPIX.png","2006-10-31",true,false,true,true,false
"NBRFX",12.54,0,0,429958967,0.19,"11.79-16.89",0.03,"Neuberger Berman Real Estate Fund Trust Class","USD","0000044402",,,"Nasdaq","NASDAQ",,,"The investment seeks total return through investment in real estate securities, emphasizing both capital appreciation and current income.  The fund normally invests at least 80% of its net assets in equity securities issued by real estate investment trusts (""REITs"") and common stocks and other securities issued by other real estate companies. The manager defines a real estate company as one that derives at least 50% of its revenue from, or has at least 50% of its assets in, real estate. The fund may invest up to 20% of its net assets in debt securities of real estate companies. It is non-diversified.","","",,,"800-877-9700","Neuberger Berman Equity Funds",,,,,0,"https://financialmodelingprep.com/image-stock/NBRFX.png","2002-05-02",true,false,true,true,false
"OCMAX",10.46,0,0,0,9.418999999999999,"8.74-13.08",0.15,"OCM Gold Fund Advisor Class","USD","0000745338",,,"Nasdaq","NASDAQ",,,"The fund principally invests (normally at least 80% of its net assets, plus borrowings for investment purposes) in equity securities of domestic and foreign companies of any size engaged in all sectors of the gold mining and precious metals industries. A foreign company is one that is organized under the laws of a foreign country and has the principal trading market for its stock in a foreign country. The fund is non-diversified.","","",,,"800-628-9403","OCM Mutual Fund",,,,,0,"https://financialmodelingprep.com/image-stock/OCMAX.png","2010-03-31",true,false,true,true,false
"PACIX",19.83,0,0,927851649,0.336,"18.22-20.59",-0.01,"Columbia Fds Srs Tr, Columbia Convertible Securities Fund Class A","USD","0001097519",,,"Nasdaq","NASDAQ",,,"Under normal circumstances, the fund invests at least 80% of its net assets (including the amount of any borrowings for investment purposes) in convertible securities. It may invest up to 15% of its total assets in Eurodollar convertible securities and up to an additional 20% of its total assets in foreign securities. Most convertible securities are not investment grade-rated. The fund also may invest directly in equity securities.","","",,,,"Columbia Funds Series Trust",,,,,0,"https://financialmodelingprep.com/image-stock/PACIX.png","1987-09-25",true,false,true,true,false
"PDIIX",9.17,0,0,0,0.29500000000000004,"8.71-9.62",-0.03,"PIMCO Diversified Income Fund Institutional Class","USD","0000810893",,,"Nasdaq","NASDAQ",,,"The investment seeks maximum total return, consistent with preservation of capital and prudent investment management.  The fund normally invests at least 65% of its total assets in a diversified portfolio of Fixed Income Instruments of varying maturities, which may be represented by forwards or derivatives such as options, futures contracts or swap agreements. It may invest in both investment-grade securities and high yield securities (""junk bonds"") subject to a maximum of 10% of its total assets in securities rated below B by Moody&#39;s Investors Service, Inc., or equivalently rated by S&P or Fitch, or, if unrated, determined by PIMCO to be of comparable quality.","","",,,"888-877-4626","PIMCO Investments LLC distributor",,,,,0,"https://financialmodelingprep.com/image-stock/PDIIX.png","2003-08-04",true,false,true,true,false
"PGEOX",21.5,0,0,0,0.151,"18.73-21.97",-0.05,"George Putnam Balanced Class A","USD","0000081259",,,"Nasdaq","NASDAQ",,,"The fund invests mainly in a combination of bonds and common stocks (growth or value stocks or both) of large U.S. companies, with a greater focus on common stocks. For example, the managers may purchase stocks of companies with stock prices that reflect a value lower than that which the managers place on the company.","","",,,,"George Putnam Fund of Boston",,,,,0,"https://financialmodelingprep.com/image-stock/PGEOX.png","1973-05-03",true,false,true,true,false
"NBREX",24.72,0,0,120293181,0.148,"21.17-25.67",-0.01,"Neuberger Berman Mid Cap Instrinsic Value Fd Trust","USD","0000044402",,,"Nasdaq","NASDAQ",,,"The investment seeks growth of capital.  To pursue its goal, the fund normally invests at least 80% of its net assets in equity securities of mid-capitalization companies, which the adviser defines as those with a total market capitalization within the market capitalization range of the Russell Midcap® Value Index at the time of purchase. The fund&#39;s strategy consists of using a bottom-up, fundamental research driven approach to identify stocks of companies that are trading below the Portfolio Managers&#39; estimate of their intrinsic value and that they believe have the potential for appreciation over time.","","",,,"877-628-2583","Neuberger Berman Equity Funds",,,,,0,"https://financialmodelingprep.com/image-stock/NBREX.png","1999-06-10",true,false,true,true,false
"OBEGX",26.19,0,0,0,44.340999999999994,"22.5-28.44",-0.1,"Oberweis Global Opportunities Fund Investor Class","USD","0000803020",,,"Nasdaq","NASDAQ",,,"The fund normally invests at least 80% of its net assets in the securities of relatively small companies, which, at the time of investment, have a market capitalization of less than or equal to $1.5 billion or are within the range of companies represented in the MSCI ACWI Small-Cap Index, whichever is greater. It may invest without limit in U.S. and non-U.S. companies. The fund may invest in equity-linked certificates issued and/or guaranteed by counterparties rated A or better by Moody's or S&P Corporation or issued and/or guaranteed by counterparties deemed to be of similar quality by OAM.","","",,,,"Oberweis Funds",,,,,0,"https://financialmodelingprep.com/image-stock/OBEGX.png","1987-01-07",true,false,true,true,false
"PHMIX",8.27,0,0,0,0.262,"7.83-8.79",0.02,"PIMCO Fds, High Yield Municipal Bond Fund Insti Class","USD","0000810893",,,"Nasdaq","NASDAQ",,,"The fund invests at least 80% of its assets in debt securities whose interest is, in the opinion of bond counsel for the issuer at the time of issuance, exempt from federal income tax (""Municipal Bonds""). It may invest, without limitation, in higher rated Municipal Bonds. The fund may invest up to 30% of its assets in ""private activity"" bonds whose interest is a tax-preference item for purposes of the federal alternative minimum tax (""AMT"").","","",,,"888-877-4626","PIMCO Investments LLC distributor",,,,,0,"https://financialmodelingprep.com/image-stock/PHMIX.png","2006-08-01",true,false,true,true,false
"MSIQX",13.7,0,0,0,0.133,"10.98-14.24",-0.12,"Morgan Stanley Institutional Fund, Inc Intl Equity Pt. Cl I","USD","0000836487",,,"Nasdaq","NASDAQ",,,,"","",,,,,,,,,0,"https://financialmodelingprep.com/image-stock/MSIQX.png","1989-08-04",true,false,true,true,false
"MPBAX",15.94,0,0,0,0.09,"13.47-16.31",-0.05,"Morgan Stanley Insti Fd Tr Balanced Portf I Cl","USD","0000741375",,,"Nasdaq","NASDAQ",,,"The investment seeks above-average total return over a market cycle of three to five years.  The fund seeks to achieve its investment objective by investing primarily in a blend of equity and fixed income securities of U.S. and non-U.S. issuers. Equity securities may include common and preferred stocks, depositary receipts, convertible securities, equity-linked securities, real estate investment trusts (""REITs""), rights and warrants to purchase equity securities and limited partnership interests. It may invest a portion of its assets in below investment grade fixed-income securities. The fund may also invest in restricted and illiquid securities.","","",,,"800-548-7786","One Tower Bridge",,,,,0,"https://financialmodelingprep.com/image-stock/MPBAX.png","1992-12-31",true,false,true,true,false
"LZCOX",11.5,0,0,145955689,23.700999999999997,"10.03-12.57",-0.07,"Lazard US Small-Mid Cap Equity Portfolio Open Shares","USD","0000874964",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in equity securities, principally common stocks, of small to mid cap U.S. companies. The Investment Manager considers ""small-mid cap companies"" to be those companies that have market capitalizations within the range of companies included in the Russell 2500® Index. It invests at least 80% of its assets in equity securities of small-mid cap U.S. companies. The fund may invest up to 20% of its assets in securities of larger or smaller U.S. or non-U.S. companies.","","",,,,"Lazard Funds Inc",,,,,0,"https://financialmodelingprep.com/image-stock/LZCOX.png","1997-01-30",true,false,true,true,false
"NALFX",68.03,0,0,0,0.812,"64.77-85.34",-0.39,"New Alternatives Fund- Class A","USD","0000355767",,,"Nasdaq","NASDAQ",,,"The fund seeks to achieve its investment objective by investing in equity securities. The equity securities in which the fund invests consist primarily of common stocks. Other equity securities in which the fund may invest include YieldCos, American Depository Receipts (""ADRs""), real estate investment trusts (""REITs"") and publicly-traded master limited partnerships (""MLPs""). The fund makes investments in a wide range of industries and in companies of all sizes.","","",,,"800-423-8383","New Alternatives Fund Inc",,,,,0,"https://financialmodelingprep.com/image-stock/NALFX.png","1982-09-03",true,false,true,true,false
"OAKWX",21.09,0,0,0,0.059,"15.62-21.47",-0.1,"Oakmark Global Select Fund Investor Class","USD","0000872323",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in common stocks of U.S. and non-U.S. companies. It invests in the securities of companies located in at least three countries. The fund could own as few as twelve securities, but generally will have approximately twenty securities in its portfolio. It will invest at least 40% of its total assets in securities of non-U.S. companies (unless the Adviser deems market conditions and/or company valuations less favorable to non-U.S. companies, in which case the fund will invest at least 30% of its total assets in securities of non-U.S. companies). The fund is non-diversified.","","",,,,"Harris Associates LP",,,,,0,"https://financialmodelingprep.com/image-stock/OAKWX.png","2006-10-02",true,false,true,true,false
"MAVFX",81.02,0,0,0,0.6,"67.66-83.6",-0.04,"Matrix Advisors Value Fund, Inc.","USD","0000720498",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in both dividend and non-dividend paying common stocks of U.S. companies that the advisor believes are financially strong and meet specific valuation criteria using the principles of value investing based on Classic Valuation Analysis. It invests primarily in large capitalization companies, which the advisor defines as companies with minimum market capitalizations of $2 billion at the time of purchase.","","",,,"866-209-1965","Matrix Advisors Value Fund Inc",,,,,0,"https://financialmodelingprep.com/image-stock/MAVFX.png","1996-06-20",true,false,true,true,false
"PABGX",134.96,0,0,67673128975,15.331999999999997,"98.41-141.16",-0.71,"T. Rowe Price Blue Chip Growth Fund Advisor Class","USD","0000902259","US77954Q2057","77954Q205","Nasdaq","NASDAQ",,,"The investment seeks long-term capital growth; income is a secondary objective.  The fund will normally invest at least 80% of its net assets (including any borrowings for investment purposes) in the common stocks of large and medium-sized blue chip growth companies. It focuses on companies with leading market positions, seasoned management, and strong financial fundamentals. The fund is non-diversified.","","","US",,"800-638-8790","T. Rowe Price Blue Chip Growth Fund, Inc",,,,,0,"https://financialmodelingprep.com/image-stock/PABGX.png","2000-03-31",true,false,true,true,false
"MNBAX",17.98,0,0,0,0.19499999999999998,"16.41-18.87",-0.06,"Manning & Napier Fd, Inc. Pro-Blend Extended Term Srs Cl S","USD","0000751173",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in common stocks and long-term fixed income securities. It may invest in U.S. and foreign stocks, including those in emerging markets, ADRs, and derivative instruments. The fund may invest in stocks of small-, large-, or mid-size companies. It may buy and sell futures contracts based on fixed income securities, interest rates, and currencies, to seek to enhance returns, manage duration, hedge interest rate risk, and reduce volatility.","","",,,,"Manning & Napier Fund, Inc",,,,,0,"https://financialmodelingprep.com/image-stock/MNBAX.png","1993-10-12",true,false,true,true,false
"PBYMX",12.71,0,0,0,0.257,"11.69-13.49",0.01,"Pioneer AMT-Free Municipal Fund Class Y","USD","0001265389",,,"Nasdaq","NASDAQ",,,"Normally, the fund invests at least 80% of its net assets (plus the amount of borrowings, if any, for investment purposes) in investment grade municipal bonds with a maturity of more than one year, the interest on which is exempt from regular federal income tax. The fund normally will not invest in securities the interest on which is a tax preference item for purposes of the federal alternative minimum tax (AMT).","","",,,"800-225-6292","Pioneer Series Trust II",,,,,0,"https://financialmodelingprep.com/image-stock/PBYMX.png","2006-11-28",true,false,true,true,false
"NBFCX",23.22,0,0,618766560,13.335543000000001,"18.64-23.95",-0.14,"Neuberger Berman Focus Trust","USD","0000044402",,,"Nasdaq","NASDAQ",,,"The fund invests in a concentrated portfolio, consisting mainly of common stocks of companies of any size that are selected using a fundamental, research driven approach. It typically holds a limited number of stocks of U.S. and non-U.S. companies, including companies in emerging markets. Because of this, the fund may at times be substantially over- and under-weighted in certain economic sectors.","","",,,,"Neuberger Berman Equity Funds",,,,,0,"https://financialmodelingprep.com/image-stock/NBFCX.png","1996-04-24",true,false,true,true,false
"PAGRX",69.3,0,0,0,0.161,"53.91-72.69",-0.61,"Aggressive Growth Portfolio Class I","USD","0000357298",,,"Nasdaq","NASDAQ",,,"The investment seeks to achieve high (greater than for the stock market as a whole), long-term appreciation in the value of its shares.  The fund invests in stocks and stock warrants of U.S. and foreign companies that are expected to have a higher profit potential than the stock market as a whole and whose shares are valued primarily for potential growth in revenues, earnings, dividends or asset values rather than for current income.","","",,,"800-341-8900","Permanent Portfolio Family of Funds Inc",,,,,0,"https://financialmodelingprep.com/image-stock/PAGRX.png","1990-01-02",true,false,true,true,false
"NOSGX",19.5,0,0,0,0.159,"17.05-20.75",0.02,"Northern Small Cap Value Fund","USD","0000916620","US6651624008","665162400","Nasdaq","NASDAQ",,,"The fund will invest at least 80% of its net assets in equity securities of small capitalization companies, which are considered to be those whose market capitalization is, at the time the fund makes an investment, within the range of the market capitalization of companies in the Russell 2000Â® Value Index. Many of the companies in which the fund invests retain their earnings to finance current and future growth. These companies generally pay little or no dividends.","","","US",,"800-595-9111","Northern Funds",,,,,0,"https://financialmodelingprep.com/image-stock/NOSGX.png","1994-03-31",true,false,true,true,false
"MTLFX",7.81,0,0,0,0.09699999999999998,"7.63-7.97",0.01,"MFS Municipal Limited Maturity Fund A","USD","0000063075",,,"Nasdaq","NASDAQ",,,"The fund invests, under normal market conditions, at least 80% of its net assets in securities and other investments, the interest on which is exempt from federal income tax. Interest from the fund's investments may be subject to the federal alternative minimum tax. Its investment adviser normally invests the fund's assets primarily in municipal instruments. The fund's dollar-weighted average effective maturity will normally not exceed five years.","","",,,,"MFS Series Trust IX",,,,,0,"https://financialmodelingprep.com/image-stock/MTLFX.png","1992-03-06",true,false,true,true,false
"MWHIX",9.07,0,0,0,0.35999999999999993,"8.76-9.54",-0.03,"Metropolitan West High Yield Bond Fund Class I","USD","0001028621",,,"Other OTC","PNK",,,,"","",,,,,,,,,0,"https://financialmodelingprep.com/image-stock/MWHIX.png","2003-03-31",true,false,true,true,false
"OAKMX",125.13,0,0,0,0.938,"93.61-126.56",-0.04,"Oakmark Fund Investor Class","USD","0000872323",,,"Nasdaq","NASDAQ",,,"The investment seeks long-term capital appreciation.  The fund invests primarily in a diversified portfolio of common stocks of U.S. companies. It generally invests in the securities of larger capitalization companies. The fund uses a value investment philosophy in selecting equity securities. This value investment philosophy is based upon the belief that, over time, a company&#39;s stock price converges with the adviser&#39;s estimate of the company&#39;s intrinsic value.","","",,,"800-625-6275","Harris Associates LP",,,,,0,"https://financialmodelingprep.com/image-stock/OAKMX.png","1991-08-05",true,false,true,true,false
"OAKLX",65.85,0,0,0,0.153,"47.43-66.25",0.08,"Oakmark Select Fund Investor Class","USD","0000872323",,,"Nasdaq","NASDAQ",,,"The fund invests primarily in common stocks of U.S. companies. It could own as few as twelve securities, but generally will have approximately twenty securities in its portfolio and as a result, a higher percentage of the fund's total assets may at times be invested in a particular sector or industry. It generally invests in the securities of large- and mid-capitalization companies. The fund uses a value investment philosophy in selecting equity securities. It is non-diversified.","","",,,,"Harris Associates LP",,,,,0,"https://financialmodelingprep.com/image-stock/OAKLX.png","1996-10-31",true,false,true,true,false
"PEOPX",51.07,0,0,0,0.62,"42.97-54.44",-0.05,"BNY Mellon S&P 500 Index Fund","USD","0000857114",,,"Nasdaq","NASDAQ",,,"To pursue its goal, the fund generally is fully invested in stocks included in the S&P 500Â® Index and in futures whose performance is tied to the index. It generally invests in all 500 stocks in the S&P 500Â® Index in proportion to their weighting in the index. The S&P 500Â® Index is an unmanaged index of 500 common stocks chosen to reflect the industries of the U.S. economy and is often considered a proxy for the stock market in general. The fund is non-diversified.","","",,,"800-373-9387","DREYFUS INDEX FUNDS INC",,,,,0,"https://financialmodelingprep.com/image-stock/PEOPX.png","1989-12-29",true,false,true,true,false
"MMCFX",15.94,0,0,0,65.67699999999999,"14.29-19.57",-0.48,"AMG Veritas China Fund Class N","USD","0000882443","US00170J7550","00170J755","Nasdaq","NASDAQ",,,"The investment seeks to achieve long-term capital appreciation.  The fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in securities of issuers located in China or issuers that are not located in China but derive a majority (over 50%) of their income from China. It primarily invests in equity securities. Under normal circumstances, the adviser considers equity securities to include common and preferred stocks, as well as securities with equity characteristics, including, but not limited to, equity-linked notes and participation notes. The fund is non-diversified.","","","US",,"800-548-4539","AMG Funds I",,,,,0,"https://financialmodelingprep.com/image-stock/MMCFX.png","1994-07-07",true,false,true,true,false
